fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,June,29,TAMIL NADU,2936,TENKASI,570941,320.37601286634,10,322,0,1309,0,5330,202544,48356,62213,3,71,57.27983,706.182221500001,19529,20803,138750,189478,1,164562,219080,6639,648.9023915,157400,54,18.55,24.05,100,NA
2025-2026,June,29,TAMIL NADU,2938,MAYILADUTHURAI,378653,269.993225234031,7,273,0,766,0,5471,304874,132983,106508,173,275,45.44548,868.584625499999,39560,46709,153160,233485,0,161944,243388,6237,823.139145499999,241367,46,42.98,41,100,NA
2025-2026,July,29,TAMIL NADU,2907,SALEM,1144937,299.934945406935,8,955,201.2147725,3132,0,12386,591925,112221,81048,51328,30195,190.54178,2167.1464781,67990,69773,341617,423229,0,437872,531114,15518,1775.3899256,529339,56,20.72,30.14,100,NA
2025-2026,July,29,TAMIL NADU,2915,TIRUVARUR,589899,343.97178653523,8,302,124.2173547,4838,0,5403,220130,97173,145041,12,39,166.13867,1047.5411184,25743,29479,179064,271340,1,197557,293486,10241,757.185093700001,168641,46,22.02,16.91,100,NA
2025-2026,July,29,TAMIL NADU,2918,PERAMBALUR,624225,273.136721558879,10,888,3.5266271,595,0,2468,668583,194723,55150,3522,494,60.39281,1890.0651242,66465,73412,123010,175077,0,143029,197966,3063,1826.1456871,564579,55,56.86,61.02,100,NA
2025-2026,July,29,TAMIL NADU,2919,PUDUKKOTTAI,1676577,254.658387371049,9,814,0,2682,4,9926,1124369,194928,82064,22,3,230.80513,3094.10509349999,120013,125123,293795,424325,0,332595,474564,12608,2863.29996349999,1013111,47,19.97,53.31,100,NA
2025-2026,July,29,TAMIL NADU,2922,DINDIGUL,1423540,368.183271935381,9,1148,0,3386,0,14970,483078,119032,82875,640,362,248.26712,2026.8795064,53488,55590,281709,341169,0,314468,376273,18356,1778.6123864,413988,77,41.06,47.23,100,NA
2025-2026,July,29,TAMIL NADU,2925,SIVAGANGAI,1157211,261.773929371369,9,1636,0,1729,2,10114,912123,194372,45653,39,19,228.49452,2616.19473780001,99134,101755,186283,221213,0,202327,238839,11843,2387.70021780001,832456,41,50.96,53.11,100,NA
2025-2026,July,29,TAMIL NADU,2926,TIRUNELVELI,696548,308.601137880476,11,196,0,665,0,5951,255765,61761,33808,242,139,103.89764,893.191340299999,21932,22487,96583,113759,0,120153,139513,6616,789.293700299999,227076,42,13.16,27.18,100,NA
2025-2026,July,29,TAMIL NADU,2931,ARIYALUR,807213,324.876459675001,7,508,0,2415,0,3537,416925,88459,56500,6189,3022,71.64887,1426.1400495,55073,61489,179948,254843,0,192070,268300,5952,1354.4911795,330801,52,41.83,41.97,100,NA
2025-2026,July,29,TAMIL NADU,2933,CHENGALPATTU,1018258,321.501099049639,9,1680,0,3843,0,6594,769392,338176,103629,17939,4301,172.50879,2646.112526,77420,79278,195109,238895,0,219214,278451,10437,2473.603736,681069,56,19.39,45.89,100,NA
2025-2026,July,29,TAMIL NADU,2937,KALLAKURICHI,1080995,290.654002974671,11,1177,9.79389,4870,0,10151,1136260,348903,161639,52320,20653,157.27944,3469.6585042,100691,120153,295851,511860,11,315845,536263,15021,3302.5851742,834339,47,34.43,32.15,100,NA
2025-2026,July,29,TAMIL NADU,2903,CUDDALORE,1960476,259.886116817448,9,3080,130.0949813,3409,0,12678,1553244,557301,252530,11197,3464,263.40439,4430.1648876,167677,187090,419220,676543,1,469818,738075,16087,4036.6655163,1247954,42,45.89,52.02,100.01,NA
2025-2026,July,29,TAMIL NADU,2907,SALEM,1144937,294.967218250262,8,944,198.6673715,3064,0,12390,587871,111591,81044,51325,30195,188.18133,2120.8754371,67571,69346,341610,423207,0,437858,531085,15454,1734.0267356,525639,56,20.5,30.3,100,NA
2025-2026,July,29,TAMIL NADU,2912,THE NILGIRIS,201936,321.085754473775,13,65,0,985,0,2256,66331,22214,11658,10214,3668,28.13095,241.1103418,4743,5143,30961,39512,0,56159,68687,3241,212.9793918,50635,85,17.33,12.97,100,NA
2025-2026,July,29,TAMIL NADU,2919,PUDUKKOTTAI,1676577,238.190653768726,9,808,0,2654,4,9873,1091854,188815,82064,22,3,230.80513,2831.49931079999,117669,122641,293798,424328,0,332592,474561,12527,2600.69418079999,984285,47,19.54,53.23,100,NA
2025-2026,July,29,TAMIL NADU,2923,RAMANATHAPURAM,1801667,252.376653282437,10,2381,0.00679,2032,2,12178,661475,148731,62687,56,23,168.44507,1837.8603273,61616,65200,198201,244350,0,223214,271693,14210,1669.4084673,572013,65,29.79,34.8,100,NA
2025-2026,July,29,TAMIL NADU,2925,SIVAGANGAI,1157211,256.605926351584,9,1611,0,1626,2,10088,885776,190202,45632,39,19,225.71502,2498.66873020001,97653,100222,186260,221125,0,202234,238627,11714,2272.95371020001,808735,41,50.51,52.59,100,NA
2025-2026,July,29,TAMIL NADU,2927,THOOTHUKKUDI,1108749,276.503273957952,9,1151,0,864,0,6116,699392,225152,58911,350,157,176.02185,2109.8636278,73892,76779,150591,178416,0,172090,213616,6980,1933.8417778,619373,27,46.04,46.19,100,NA
2025-2026,July,29,TAMIL NADU,2933,CHENGALPATTU,1018258,320.015526658437,9,1679,0,3766,0,6562,768781,338058,103627,17939,4301,172.50879,2632.727356,77327,79185,195110,238892,0,219205,278438,10328,2460.218566,680499,56,19.48,46.07,100,NA
2025-2026,July,29,TAMIL NADU,2938,MAYILADUTHURAI,504055,268.199989157214,7,287,0,770,0,5500,332018,145531,106514,297,275,84.38999,974.862229999999,42392,50168,153171,233501,0,161961,243415,6270,890.472239999999,262487,46,44.59,42.79,100,NA
2025-2026,July,29,TAMIL NADU,2901,KANCHIPURAM,551254,300.962698477615,9,682,0.2901288,1594,0,4721,501253,192419,57193,8652,2531,126.5127,1635.3873838,51959,53093,128602,156898,0,141650,178022,6315,1508.584555,439441,60,39.55,54.39,100,NA
2025-2026,July,29,TAMIL NADU,2906,TIRUVANNAMALAI,4145923,172.162859160656,8,12382,0,3456,4,10511,2644325,619156,149818,72801,27679,440.11253,4992.65805550002,298485,312028,512859,656633,0,540682,686617,13967,4552.54552550002,2193648,45,49.75,50.85,100,NA
2025-2026,July,29,TAMIL NADU,2910,ERODE,613872,301.950757915275,8,1071,0,2361,0,5838,338270,87040,45993,4307,2966,128.88744,1150.2962688,38367,39008,140539,163556,0,192443,225030,8199,1021.4088288,287797,62,49.42,55.88,100,NA
2025-2026,July,29,TAMIL NADU,2912,THE NILGIRIS,201936,320.871788709843,13,67,0,985,0,2256,68077,22714,11658,10516,3668,28.13095,246.5708376,4959,5365,30961,39512,0,56160,68688,3241,218.4398876,51943,85,17.35,13.27,100,NA
2025-2026,July,29,TAMIL NADU,2920,MADURAI,1871254,319.687842992035,6,1998,0,3555,0,10908,598148,123509,66838,732,660,192.01707,2104.2235091,88111,90948,272107,320089,0,299791,360592,14463,1912.2064391,535139,59,31.41,30.19,100,NA
2025-2026,July,29,TAMIL NADU,2922,DINDIGUL,1423540,368.225128541972,9,1142,0,3384,2,14758,481088,118187,82871,628,360,185.73584,1957.2227464,53316,55414,281691,341142,0,314456,376258,18142,1771.4869064,412253,78,41.31,47.88,100,NA
2025-2026,July,29,TAMIL NADU,2924,VIRUDHUNAGAR,1668605,285.672609427708,11,1854,0,1171,0,4124,853463,260961,75859,85,118,150.40184,2588.5118626,75387,78821,216194,265350,0,247625,299604,5295,2438.1100226,726127,42,20.82,58.23,100,NA
2025-2026,July,29,TAMIL NADU,2928,KANNIYAKUMARI,215588,306.114740388369,10,214,16.0813358,341,1,2553,138322,11277,4136,136,254,72.87009,512.375457,13665,14068,38719,48245,3,78007,96505,2894,423.4240312,115563,63,54.83,53.03,100,NA
2025-2026,July,29,TAMIL NADU,2933,CHENGALPATTU,1018258,321.476764297199,9,1679,0,3827,0,6502,769329,338118,103628,17939,4301,172.50879,2645.722766,77401,79259,195109,238894,0,219212,278448,10329,2473.213976,681013,56,19.44,46,100,NA
2025-2026,July,29,TAMIL NADU,2934,Ranipet,1162345,298.786274003848,8,1008,0,2465,0,5793,697961,183057,54612,10519,2299,113.51068,2198.9223459,80283,83480,158206,219065,0,182929,248038,8258,2085.4116659,630295,57,39.35,45.37,100,NA
2025-2026,July,29,TAMIL NADU,2937,KALLAKURICHI,1080995,290.414508219453,11,1174,9.79389,4729,0,10182,1125014,344877,161638,52313,20653,157.27944,3434.2772055,100249,119536,295846,511851,11,315846,536265,14911,3267.2038755,826885,47,34.56,32.26,100,NA
2025-2026,July,29,TAMIL NADU,2938,MAYILADUTHURAI,504055,266.651473805264,7,303,0,777,0,5497,352170,154731,106519,303,275,84.38999,1023.4564853,44675,52878,153178,233511,0,161966,243424,6274,939.066495299999,278752,46,45.74,44.2,100,NA
2025-2026,June,29,TAMIL NADU,2903,CUDDALORE,1392715,263.7160606621,9,2975,130.0949813,3355,0,12681,1481650,531729,252520,10716,3464,149.32593,4186.7699241,162062,180793,419200,676502,1,469799,738038,16036,3907.3490128,1190368,42,45.16,51.16,100.01,NA
2025-2026,June,29,TAMIL NADU,2904,VILLUPURAM,1931132,219.116408088838,8,6223,3.9974,2705,0,11169,1328794,390866,176515,18704,6875,171.58596,3087.1890437,164657,173012,428545,598543,0,459129,641334,13874,2911.6056837,1095620,51,36.82,36.75,100,NA
2025-2026,July,29,TAMIL NADU,2901,KANCHIPURAM,551254,294.979785373888,9,689,0.2901288,1595,0,4793,512426,197834,57192,8816,2531,133.53415,1645.3773938,52563,53720,128609,156891,0,141639,177986,6388,1511.553115,449298,61,39.77,54.71,100,NA
2025-2026,July,29,TAMIL NADU,2905,VELLORE,620335,443.04888694472,9,176,0,1998,0,7598,150307,38945,37848,5528,4627,100.40305,766.3365405,15513,16025,132624,155278,0,146592,185725,9596,665.9334905,130948,68,17.47,21.16,100.01,NA
2025-2026,July,29,TAMIL NADU,2907,SALEM,1144937,286.189452196047,8,1013,201.2147725,3134,0,12702,631339,120296,81065,54332,30205,190.54178,2198.5821781,71317,73217,341687,423323,0,437882,531129,15836,1806.8256256,564726,57,21.11,31.07,100,NA
2025-2026,July,29,TAMIL NADU,2914,NAGAPATTINAM,500601,363.884395369022,11,61,0,3109,0,3613,142864,59637,82741,264,250,84.00998,603.8697826,12294,14561,106674,164784,0,119784,180397,6722,519.8598026,107879,71,11.85,8.1,100,NA
2025-2026,July,29,TAMIL NADU,2916,TIRUCHIRAPPALLI,1145915,273.87690703289,7,2189,0,3228,1,6841,832133,169097,82942,9713,5098,171.81023,2450.8303528,112784,116486,302384,374495,1,322337,400949,10069,2279.0201228,725108,53,35.48,50.68,100,NA
2025-2026,July,29,TAMIL NADU,2920,MADURAI,1871254,316.88551360815,6,2075,0,3573,0,11019,629439,128939,66844,732,660,192.01707,2186.618078,92614,95741,272137,320124,0,299803,360605,14592,1994.601008,562332,59,32.29,31.18,100,NA
2025-2026,July,29,TAMIL NADU,2938,MAYILADUTHURAI,504055,267.366915056432,7,309,0,779,0,5739,359368,158408,106518,309,275,84.38999,1045.2211253,45367,53687,153175,233509,0,161964,243423,6518,960.831135299999,284567,48,45.59,44.07,100,NA
2025-2026,June,29,TAMIL NADU,2911,COIMBATORE,233709,394.688131438382,8,20,48.3518675,2145,2,3913,52420,16734,28841,2044,1749,66.8156,322.062986,5829,5903,74534,83331,0,109784,122771,6058,206.8955185,46643,59,32.32,25.72,100,NA
2025-2026,June,29,TAMIL NADU,2915,TIRUVARUR,432827,347.546788758739,8,272,122.9812581,4824,0,5359,195672,85785,145034,6,39,94.31214,897.345150600001,23019,26337,179049,271305,1,197507,293412,10183,680.051752500001,149422,46,21.48,15.83,100,NA
2025-2026,June,29,TAMIL NADU,2925,SIVAGANGAI,876902,255.374944930493,8,1524,0,1621,2,10076,806163,176298,45627,39,19,138.68792,2197.42623730001,93215,95577,186224,221078,0,202225,238611,11697,2058.73831730001,735945,41,48.67,50.83,100,NA
2025-2026,June,29,TAMIL NADU,2928,KANNIYAKUMARI,167730,290.097113124986,10,205,16.0813358,341,1,2553,135063,11158,4136,136,254,40.983,448.8781997,13318,13716,38718,48241,3,77985,96466,2894,391.8138639,112865,63,55.02,53.17,100,NA
2025-2026,June,29,TAMIL NADU,2930,KRISHNAGIRI,1214984,258.452630338249,9,651,22.7970376,1700,0,9590,528989,72239,38721,3639,2784,142.23463,1532.2176523,56030,57350,254805,285738,0,295765,333518,11290,1367.1859847,481503,69,21.88,30.59,100,NA
2025-2026,June,29,TAMIL NADU,2933,CHENGALPATTU,627014,313.642567799979,9,1648,0,3715,0,6571,747161,327360,103622,17041,4301,106.48548,2449.900426,76166,77992,195102,238882,0,219203,278435,10286,2343.414946,661106,56,19.41,45.47,100,NA
2025-2026,June,29,TAMIL NADU,2934,Ranipet,941355,295.401431065274,8,978,0,2373,0,5857,671940,178228,54601,10320,2300,61.28222,2046.2025959,78400,81483,158176,219028,0,182919,248024,8230,1984.9203759,606837,57,39.4,45.29,100,NA
2025-2026,July,29,TAMIL NADU,2904,VILLUPURAM,2645090,224.667777289528,8,7248,3007.417829328,3416,0,11150,1902488,557966,176582,25371,6881,316.57909,7598.274422128,214192,225700,428741,598807,0,459176,641407,14566,4274.2775028,1570604,52,42.27,43.87,100,NA
2025-2026,July,29,TAMIL NADU,2907,SALEM,1144937,294.006100756757,9,1137,3026.300571157,7455,0,8485,702603,134191,81075,61714,30210,267.13298,5359.129235257,77801,80044,341759,423421,0,437938,531205,15940,2065.6956841,627372,57,21.77,32.13,100,NA
2025-2026,July,29,TAMIL NADU,2915,TIRUVARUR,589899,334.754170100205,8,347,818.7598944,4874,0,5591,262363,116162,145057,12,39,166.38867,1863.4196477,29404,33673,179102,271406,2,197604,293562,10465,878.2710833,201840,47,23.53,19.05,100,NA
2025-2026,July,29,TAMIL NADU,2919,PUDUKKOTTAI,1676577,231.777136286193,9,862,1661.3270902,2852,1,9998,1260744,218927,82069,22,3,234.97317,4818.4165993,126641,132207,293830,424375,0,332612,474587,12850,2922.1163391,1135725,48,20.74,55.36,100,NA
2025-2026,July,29,TAMIL NADU,2921,THENI,396523,313.376330687151,11,706,348.5550964,1463,0,2799,412922,96727,25153,976,175,78.24305,1720.7979586,37148,39503,84546,102967,0,115628,137341,4262,1293.9998122,351761,51,54.86,67.08,100,NA
2025-2026,July,29,TAMIL NADU,2923,RAMANATHAPURAM,1801667,244.698233897013,11,2496,1260.6810793,2186,1,12213,789869,179187,62696,67,23,169.05517,3362.5317424,69644,73731,198267,244425,0,223222,271708,14399,1932.7954931,685166,65,32.07,37.28,100,NA
2025-2026,July,29,TAMIL NADU,2924,VIRUDHUNAGAR,1668605,280.967813723363,12,2004,1797.2857338,1387,0,4073,991375,303486,75879,111,118,150.40184,4733.13223709999,82256,86066,216247,265422,0,247654,299648,5460,2785.44466329999,844838,42,21.97,61.04,100,NA
2025-2026,July,29,TAMIL NADU,2932,TIRUPPUR,834044,280.558880823984,13,379,813.469095918,2510,0,5034,654964,233618,62368,360,206,109.17509,2760.203854118,48141,49392,134318,159092,0,179103,230472,7544,1837.5596682,562984,52,37.01,68.66,100,NA
2025-2026,July,29,TAMIL NADU,2936,TENKASI,731366,280.024006884714,10,577,537.69644328,1888,0,4958,327973,83670,62251,14,72,106.85039,1562.94996938,32743,34779,138862,189626,1,164612,219151,6846,918.403136100002,260425,55,21.26,33.52,100,NA
2025-2026,July,29,TAMIL NADU,2902,TIRUVALLUR,1598383,208.288967910744,9,1364,2094.1355432,4604,0,12177,1104139,373572,118117,56055,8659,260.99504,4654.93031060001,115797,117728,265151,311212,0,310044,376575,16781,2299.79972740001,1003340,46,34.37,37.46,100,NA
2025-2026,July,29,TAMIL NADU,2905,VELLORE,620335,383.567800207685,9,295,1267.1218192,3425,0,6789,216675,59316,37862,6004,4626,106.29144,2204.5087903,22095,22775,132673,155338,0,146638,185781,10214,831.0955311,190427,70,17.41,23.09,100,NA
2025-2026,July,29,TAMIL NADU,2913,THANJAVUR,1222938,253.453229397311,9,1056,1643.382083003,3698,0,10045,823327,248479,116890,642,126,262.09464,3992.225593003,89484,96527,272256,366618,0,298322,395548,13743,2086.74887,698084,53,41.81,35.2,100,NA
2025-2026,July,29,TAMIL NADU,2927,THOOTHUKKUDI,1108749,276.516278685995,11,1302,1549.492981,1530,0,5847,939875,300326,58964,471,159,197.24921,4345.6495653,83651,87231,150736,178649,1,172276,213933,7377,2598.9073743,831780,30,50.03,50.5,100,NA
2025-2026,July,29,TAMIL NADU,2902,TIRUVALLUR,1598383,211.475012674575,9,1234,2044.1450146,4125,0,12545,980309,327691,118109,51974,8656,260.99504,4378.2486366,105219,106935,265119,311176,0,310022,376548,16670,2073.108582,890451,46,33.08,35.47,100,NA
2025-2026,July,29,TAMIL NADU,2911,COIMBATORE,281445,376.302143716588,9,26,982.662031753999,2215,2,4094,65657,21381,28858,2389,1750,128.67864,1358.409370254,6971,7057,74571,83378,0,109816,122814,6309,247.0686985,58427,59,34.33,28.17,100,NA
2025-2026,July,29,TAMIL NADU,2917,KARUR,775793,337.244879394539,8,628,417.1441787,3798,0,2697,297955,71125,36370,47,26,90.65455,1512.6367091,33785,34904,123905,154707,0,142738,177425,6495,1004.8379804,258832,69,49.86,76.97,100,NA
2025-2026,July,29,TAMIL NADU,2925,SIVAGANGAI,1157211,254.331340189711,11,1840,3449.3038364,2196,0,9939,1251487,265574,45658,68,19,228.49452,6860.72201580001,109990,113224,186341,221264,0,202343,238841,12135,3182.92365940001,1142854,41,57.15,59.43,100,NA
2025-2026,July,29,TAMIL NADU,2927,THOOTHUKKUDI,1108749,263.982919218266,10,1255,1551.6957053,1231,0,6130,868736,280159,58933,447,158,197.24921,4042.2595684,80867,84259,150673,178524,0,172128,213675,7361,2293.3146531,768771,30,48.72,49.1,100,NA
2025-2026,July,29,TAMIL NADU,2930,KRISHNAGIRI,1635014,262.735342100987,10,784,3060.4724048,2047,0,9749,713912,100094,38736,5417,2792,222.96656,5159.1381003,69919,71736,254893,285844,0,295831,333602,11796,1875.6991355,649093,69,25.92,36.68,100,NA
2025-2026,July,29,TAMIL NADU,2935,TIRUPATHUR,708885,342.555459405067,9,301,451.5455543,3216,0,6356,283225,45304,25459,6065,5027,118.7834,1540.5316542,29977,30996,129645,149447,1,141842,164180,9572,970.202699900001,258804,69,16.06,35.51,100,NA
2025-2026,July,29,TAMIL NADU,2901,KANCHIPURAM,551254,297.914403353533,10,727,402.4025659,1613,0,4886,570145,219389,57193,9770,2531,133.53415,2234.4807909,55769,57054,128623,156891,0,141641,177966,6499,1698.544075,499738,61,40.46,55.6,100,NA
2025-2026,July,29,TAMIL NADU,2904,VILLUPURAM,2645090,224.986528249235,8,6971,3016.479729328,2796,0,11681,1733693,511191,176572,23565,6882,316.57909,7233.634510528,200242,210896,428706,598761,0,459173,641401,14477,3900.5756912,1431189,52,40.43,41.75,100,NA
2025-2026,July,29,TAMIL NADU,2908,NAMAKKAL,810321,258.867435863583,11,1727,918.396168553,3557,0,4217,840747,229673,63542,62867,20790,172.05446,3266.870829553,74857,77327,181841,227090,0,220647,276747,7774,2176.420201,745603,41,43.75,66.96,100,NA
2025-2026,July,29,TAMIL NADU,2909,DHARMAPURI,1175658,287.571707623914,8,965,1237.8463547,1207,0,9211,683599,91443,37751,28374,8422,132.56748,3336.2511523,83350,86481,242222,276902,0,277061,314069,10418,1965.8373176,631012,56,57.87,62.59,100,NA
2025-2026,July,29,TAMIL NADU,2915,TIRUVARUR,589899,335.814780181011,8,333,818.7598944,4869,0,5581,245179,108729,145055,12,39,166.13867,1808.2458843,27849,31898,179101,271403,2,197598,293550,10450,823.3473199,187939,47,22.85,18.03,100,NA
2025-2026,July,29,TAMIL NADU,2920,MADURAI,1871254,292.593505860732,7,2253,1813.336047957,3578,0,11078,748712,153123,66852,877,660,192.01707,4196.035807557,105445,109260,272158,320150,0,299805,360608,14656,2190.6826896,669100,59,35.35,34.68,100,NA
2025-2026,July,29,TAMIL NADU,2926,TIRUNELVELI,696548,298.557196877903,12,214,356.4169485,687,0,5967,304539,73789,33812,295,139,104.45659,1370.0966403,24314,24945,96607,113786,0,120153,139513,6654,909.223101799998,271120,42,15.11,30.62,100,NA
2025-2026,July,29,TAMIL NADU,2927,THOOTHUKKUDI,1108749,269.412872500003,10,1201,806.1698935,892,0,6318,788651,254979,58924,388,157,197.24921,3128.1464166,77822,81003,150629,178477,0,172129,213674,7210,2124.7273131,698198,29,47.21,47.45,100,NA
2025-2026,July,29,TAMIL NADU,2931,ARIYALUR,807213,304.375840705227,7,559,890.8631802,2460,0,3621,484950,102777,56504,6755,3022,71.64887,2438.5826897,62663,69910,179975,254874,0,192071,268302,6081,1476.0706395,387332,52,44.02,45.4,100,NA
2025-2026,July,29,TAMIL NADU,2937,KALLAKURICHI,1080995,288.835591263119,11,1194,1772.0670499,5022,0,10265,1178773,360038,161640,56441,20656,157.27944,5334.06245410001,103602,123681,295868,511871,14,315869,536287,15287,3404.7159642,866194,48,34.65,32.51,100.01,NA
2025-2026,July,29,TAMIL NADU,2902,TIRUVALLUR,1598383,207.284021299906,9,1344,2094.1355432,4593,0,12178,1087141,367586,118117,55620,8659,260.99504,4608.60016520001,114328,116225,265145,311205,0,310034,376563,16771,2253.46958200001,987807,46,34.11,37.11,100,NA
2025-2026,July,29,TAMIL NADU,2909,DHARMAPURI,1175658,269.883562268277,8,1131,1665.1970628,2374,0,8318,852047,113452,37769,35409,8422,146.09769,4110.82954859998,96256,100028,242346,277050,0,277104,314125,10692,2299.53479579999,786058,57,60.15,64.76,100,NA
2025-2026,July,29,TAMIL NADU,2911,COIMBATORE,281445,371.430960544254,9,31,982.662031753999,2222,1,4106,74083,24283,28859,2711,1750,140.66963,1398.498860254,7597,7686,74572,83379,0,109824,122822,6328,275.1671985,65927,59,35.58,29.05,100,NA
2025-2026,July,29,TAMIL NADU,2915,TIRUVARUR,589899,324.634368195808,9,405,1246.2126434,4996,0,5665,314512,138084,145074,12,39,173.14858,2440.3752675,33431,38475,179155,271470,2,197636,293605,10661,1021.0140441,242441,48,23.73,20.41,100,NA
2025-2026,July,29,TAMIL NADU,2917,KARUR,775793,333.600646437071,9,679,417.1441787,3842,0,2687,342864,81465,36375,55,26,90.65455,1651.5952491,37317,38558,123923,154730,0,142743,177435,6529,1143.7965204,298256,70,47.97,78.72,100,NA
2025-2026,July,29,TAMIL NADU,2926,TIRUNELVELI,696548,300.619012621752,12,234,1551.541326389,1785,0,4931,353279,87025,33824,381,139,109.82536,2723.390527989,27280,27984,96642,113824,0,120154,139514,6716,1062.0238416,314895,42,16.71,33.67,100,NA
2025-2026,July,29,TAMIL NADU,2928,KANNIYAKUMARI,215588,301.508958267442,11,244,421.744328906,1063,1,2102,186545,15096,4147,233,256,77.19717,1061.391385106,15814,16316,38920,48555,3,78080,96630,3165,562.4498862,155082,65,54.85,53.46,100,NA
2025-2026,July,29,TAMIL NADU,2933,CHENGALPATTU,1018258,310.225970565949,11,1932,1357.56643119,4316,0,6736,1033361,452353,103694,23504,4311,178.3145,4741.63512289,89031,91428,195235,239043,1,219340,278605,11052,3205.7541917,914304,57,20.71,51.83,100,NA
2025-2026,July,29,TAMIL NADU,2901,KANCHIPURAM,551254,289.992881551559,10,713,156.1280588,1596,0,4854,551033,211251,57196,9532,2531,133.53415,1887.6186838,55002,56250,128618,156901,0,141638,177984,6450,1597.956475,482610,61,40.09,55.39,100,NA
